,0,weight,size
80361,Plissee_20,9.21,125.0
91206,Rollo,9.21,167.0
12038,Rollo,9.21,123.0
33062,Rollo,9.21,130.0
83559,Plissee_wa,9.21,145.4
6449,Rollo,9.21,141.0
61503,Plissee_wa,9.21,202.5
18553,Faltrollo,9.22,200.0
72584,Plissee_20,9.22,124.0
48359,Plissee_wa,9.22,94.9
73891,Variorollo,9.22,104.5
32702,Rollo,9.22,162.0
73320,Plissee_wa,9.22,200.0
233,Plissee_20,9.22,105.2
75632,Rollo,9.22,180.0
26917,Rollo,9.22,219.0
32854,Plissee_20,9.23,131.5
9010,Plissee_wa,9.23,116.0
61788,Rollo,9.23,182.0
4488,Rollo,9.23,128.0
33833,Jalousie,9.23,120.0
77260,Rollo,9.23,176.0
33296,Rollo,9.23,240.0
32880,Rollo,9.24,190.0
77828,Plissee_20,9.24,163.7
53839,Jalousie,9.24,125.0
69595,Rollo,9.24,200.0
36472,Rollo,9.24,125.0
30341,Reparatur,9.25,94.5
38605,Plissee_20,9.25,113.2
66543,Rollo,9.25,166.0
61175,Plissee_20,9.25,134.7
35547,Plissee_wa,9.25,83.6
11105,Rollo,9.25,200.0
87953,Plissee_20,9.25,90.5
8481,Rollo,9.26,136.0
67351,Rollo,9.26,161.0
75131,Plissee_wa,9.26,121.5
30481,Jalousie,9.26,126.0
12312,Rollo,9.26,200.0
12681,Rollo,9.26,166.0
86597,Variorollo,9.26,120.3
67336,Rollo,9.26,185.0
78848,Rollo,9.26,157.0
18261,Plissee_wa,9.26,228.9
21983,Jalousie,9.26,108.1
2224,Plissee_20,9.26,108.2
9766,Rollo,9.27,120.0
35908,Plissee_20,9.27,96.3
7273,Rollo,9.27,184.0
26748,Rollo,9.28,100.0
60868,Rollo,9.28,183.0
85557,Rollo,9.28,150.0
82110,Plissee_20,9.28,87.0
85194,Faltrollo,9.28,162.0
68329,Rollo,9.29,130.2
62757,Plissee_20,9.29,112.3
6236,Plissee_wa,9.29,100.8
15767,Rollo,9.29,200.0
86111,Plissee_20,9.29,127.0
32443,Rollo,9.29,129.5
48692,Reparatur,9.29,120.0
24215,Rollo,9.3,126.0
21763,Jalousie,9.3,77.0
57518,Rollo,9.3,165.0
10732,Plissee_20,9.3,89.0
57055,Rollo,9.3,182.0
86967,Plissee_20,9.3,108.6
61437,Jalousie,9.3,168.0
8379,Plissee_20,9.3,141.2
65761,Rollo,9.3,181.5
42600,Rollo,9.3,198.5
38987,Plissee_wa,9.3,184.7
45171,Rollo,9.3,182.0
8511,Rollo,9.31,153.3
83970,Jalousie,9.31,147.7
1907,Jalousie,9.31,102.8
35567,Plissee_20,9.31,86.5
39737,Rollo,9.31,172.0
63968,Rollo,9.31,206.0
5094,Plissee_20,9.31,106.1
69589,Rollo,9.31,155.0
15423,Rollo,9.31,209.0
73552,Rollo,9.31,190.0
37708,Plissee_20,9.32,213.3
77060,Jalousie,9.32,70.7
37458,Plissee_20,9.32,116.0
74831,Faltrollo,9.32,193.0
34989,Jalousie,9.32,122.0
5617,Rollo,9.32,112.0
48699,Plissee_20,9.32,121.5
55508,Rollo,9.32,210.0
55153,Faltrollo,9.32,200.0
67084,Rollo,9.33,157.0
39859,Plissee_20,9.33,153.0
75023,Plissee_20,9.33,95.2
64283,Plissee_20,9.33,220.0
71721,Plissee_wa,9.33,150.0
49013,Rollo,9.34,150.0
40556,Rollo,9.34,117.3
62929,Plissee_wa,9.34,147.0
40551,Plissee_20,9.34,89.2
77516,Rollo,9.34,255.0
91603,Rollo,9.34,161.0
1222,Plissee_20,9.34,95.0
84393,Rollo,9.34,189.0
74676,Jalousie,9.34,230.0
65679,Rollo,9.34,200.0
87558,Plissee_20,9.34,108.5
9570,Rollo,9.34,195.0
24114,Rollo,9.35,123.5
50846,Jalousie,9.35,113.5
44658,Fvorhang,9.35,232.0
84249,Rollo,9.35,220.0
37501,Rollo,9.35,90.0
67066,Rollo,9.35,200.0
5051,Plissee_20,9.35,117.4
58543,Rollo,9.35,100.0
10620,Rollo,9.35,200.0
84002,Rollo,9.36,161.0
11735,Plissee_20,9.36,196.0
44595,Plissee_20,9.36,101.5
4956,Plissee_20,9.36,90.7
85206,Rollo,9.36,127.0
41561,Rollo,9.36,260.0
77053,Rollo,9.36,154.0
17836,Rollo,9.36,156.3
26499,Plissee_20,9.36,103.5
53126,Rollo,9.36,155.0
41495,Rollo,9.37,197.0
39050,Rollo,9.37,140.0
63537,Plissee_20,9.37,91.0
28161,Rollo,9.38,135.0
30365,Rollo,9.39,168.0
10297,Jalousie,9.39,132.5
2802,Rollo,9.39,230.0
2518,Plissee_20,9.39,175.9
57453,Jalousie,9.4,245.0
17298,Plissee_20,9.4,202.3
32876,Rollo,9.4,135.0
89928,Rollo,9.4,186.0
24503,Rollo,9.4,192.0
70294,Plissee_20,9.4,159.8
58997,Plissee_20,9.41,115.0
37112,Rollo,9.41,147.0
59707,Rollo,9.41,188.0
17798,Rollo,9.41,176.0
18322,Plissee_20,9.41,96.5
70334,Plissee_20,9.41,94.6
34098,Jalousie,9.41,170.0
6397,Plissee_20,9.41,119.8
59865,Jalousie,9.41,137.0
83867,Jalousie,9.42,150.0
2818,Rollo,9.42,120.6
46972,Plissee_20,9.42,102.2
44899,Rollo,9.42,200.0
23154,Rollo,9.42,190.0
53359,Jalousie,9.42,150.0
82981,Plissee_wa,9.42,102.0
8522,Rollo,9.42,105.6
18238,Rollo,9.42,200.0
71963,Plissee_20,9.42,97.1
5089,Plissee_20,9.42,92.5
4081,Plissee_20,9.42,106.5
63338,Plissee_20,9.43,206.1
75764,Rollo,9.43,175.0
18938,Rollo,9.43,192.0
83112,Rollo,9.43,129.0
19736,Plissee_20,9.43,197.5
12445,Rollo,9.43,140.0
53996,Plissee_20,9.43,135.8
44149,Plissee_20,9.43,121.5
41342,Rollo,9.43,160.0
18789,Plissee_20,9.44,62.0
77456,Rollo,9.44,136.5
4524,Plissee_wa,9.44,99.2
91575,Reparatur,9.44,119.0
50410,Plissee_wa,9.44,115.7
30894,Rollo,9.45,233.0
1693,Plissee_20,9.45,121.5
48726,Plissee_20,9.45,184.0
2289,Variorollo,9.45,200.0
37200,Rollo,9.45,129.0
89299,Jalousie,9.45,79.9
46968,Plissee_wa,9.45,178.0
82615,Rollo,9.45,121.8
63842,Plissee_20,9.45,119.0
19417,Rollo,9.45,192.0
7137,Plissee_20,9.45,83.9
29152,Jalousie,9.45,83.4
64786,Rollo,9.45,200.0
28224,Rollo,9.45,145.0
49056,Rollo,9.45,200.0
76318,Jalousie,9.45,166.0
91380,Rollo,9.46,260.0
33545,Plissee_20,9.46,64.0
18211,Rollo,9.46,194.0
69179,Rollo,9.46,227.0
18804,Jalousie,9.46,133.0
29331,Jalousie,9.46,114.0
58355,Plissee_20,9.46,61.0
40152,Jalousie,9.46,147.2
55791,Rollo,9.46,121.5
80578,Jalousie,9.46,167.0
34087,Plissee_20,9.46,69.5
80219,Rollo,9.46,198.0
17008,Rollo,9.47,130.0
63174,Rollo,9.47,200.0
40650,Jalousie,9.47,120.0
82416,Plissee_20,9.48,84.0
11410,Rollo,9.48,165.5
44912,Plissee_wa,9.48,194.3
52161,Jalousie,9.48,92.0
37460,Jalousie,9.48,109.0
85230,Plissee_20,9.49,88.8
8700,Plissee_20,9.49,98.0
43903,Plissee_20,9.49,91.0
47962,Rollo,9.49,141.7
32101,Plissee_20,9.49,115.8
87616,Plissee_20,9.49,95.7
37136,Rollo,9.49,200.0
241,Plissee_wa,9.49,95.8
1283,Jalousie,9.5,195.0
48700,Plissee_20,9.5,90.0
60969,Plissee_wa,9.5,204.0
26341,Plissee_20,9.5,177.0
35554,Rollo,9.5,240.0
34953,Rollo,9.5,112.5
38352,Reparatur,9.5,125.0
24773,Rollo,9.5,104.0
2577,Rollo,9.5,96.0
8029,Rollo,9.5,140.7
3345,Rollo,9.5,135.3
58733,Jalousie,9.5,200.0
32583,Rollo,9.5,161.0
43327,Rollo,9.5,91.5
63168,Plissee_wa,9.51,111.4
43496,Rollo,9.51,120.0
1820,Rollo,9.51,197.0
68628,Plissee_20,9.51,89.5
24489,Jalousie,9.51,91.5
27217,Plissee_wa,9.51,107.2
8703,Rollo,9.51,204.0
4095,Plissee_20,9.51,73.0
34752,Rollo,9.51,132.0
40606,Plissee_wa,9.51,132.8
13809,Rollo,9.51,170.0
69255,Plissee_20,9.52,99.5
10458,Rollo,9.52,140.0
24220,Rollo,9.52,165.5
47970,Plissee_20,9.52,71.0
62060,Faltrollo,9.52,130.0
3272,Rollo,9.53,132.2
32574,Plissee_20,9.53,118.5
11810,Rollo,9.53,179.0
86748,Plissee_20,9.53,124.0
85848,Rollo,9.53,165.0
56877,Plissee_20,9.53,139.4
16692,Plissee_20,9.53,110.0
83544,Plissee_wa,9.53,100.0
2220,Plissee_wa,9.53,204.2
44373,Rollo,9.53,192.0
39739,Rollo,9.54,120.0
57876,Plissee_20,9.54,104.5
68968,Plissee_20,9.54,104.5
11211,Rollo,9.54,111.0
5939,Plissee_20,9.55,194.3
29630,Rollo,9.55,138.5
65218,Plissee_20,9.55,105.5
81856,Plissee_wa,9.55,111.0
8655,Rollo,9.55,163.0
71108,Rollo,9.56,144.0
61087,Rollo,9.56,153.0
10495,Rollo,9.56,228.7
11458,Plissee_20,9.57,97.3
33702,Jalousie,9.57,72.4
8112,Plissee_wa,9.57,203.5
68036,Rollo,9.57,210.0
68954,Rollo,9.57,182.0
57931,Jalousie,9.57,72.8
18707,Plissee_20,9.57,67.0
33641,Plissee_20,9.57,90.0
45369,Rollo,9.57,112.0
62133,Rollo,9.58,149.5
28445,Jalousie,9.58,225.0
82622,Jalousie,9.58,120.0
32576,Rollo,9.58,213.5
24505,Plissee_20,9.58,150.0
61824,Plissee_20,9.58,200.0
56971,Jalousie,9.58,114.2
49986,Plissee_20,9.58,106.7
2473,Plissee_wa,9.59,115.6
2631,Jalousie,9.59,123.5
75203,Plissee_20,9.59,95.0
86181,Jalousie,9.59,82.0
6960,Rollo,9.6,190.0
41491,Jalousie,9.6,160.0
44492,Plissee_20,9.6,226.4
36386,Plissee_20,9.6,150.0
11716,Plissee_20,9.6,201.0
38976,Rollo,9.6,117.0
90051,Plissee_20,9.6,189.1
62994,Rollo,9.6,175.0
74968,Plissee_20,9.6,84.4
38994,Fvorhang,9.6,90.0
39933,Rollo,9.6,200.0
88474,Plissee_20,9.61,140.0
89364,Rollo,9.61,173.0
73102,Rollo,9.61,200.0
75835,Plissee_20,9.61,73.5
146,Plissee_20,9.61,94.1
26882,Plissee_20,9.61,120.5
27330,Rollo,9.62,220.0
33838,Plissee_20,9.62,140.2
43317,Rollo,9.62,233.0
23014,Rollo,9.62,170.6
34922,Plissee_20,9.62,177.6
53720,Plissee_20,9.62,219.2
68575,Rollo,9.62,251.0
62837,Rollo,9.64,110.0
16372,Plissee_20,9.64,99.6
4767,Plissee_20,9.64,77.2
31304,Reparatur,9.64,361.0
89365,Rollo,9.64,187.0
33617,Rollo,9.65,204.0
58885,Rollo,9.65,223.0
58341,Rollo,9.65,128.0
59421,Jalousie,9.65,138.0
40858,Rollo,9.65,224.0
7923,Rollo,9.65,210.0
47336,Rollo,9.65,200.0
27386,Fvorhang,9.65,65.0
50726,Plissee_20,9.66,106.7
55831,Rollo,9.66,180.0
26707,Rollo,9.66,98.8
39928,Rollo,9.66,121.7
90092,Faltrollo,9.66,192.0
23470,Rollo,9.66,79.0
58350,Jalousie,9.67,95.5
31633,Plissee_20,9.67,73.0
60031,Plissee_20,9.67,138.5
32421,Rollo,9.68,136.2
92392,Plissee_20,9.68,91.4
14861,Rollo,9.68,133.0
66643,Rollo,9.68,114.0
80890,Faltrollo,9.68,231.0
14851,Plissee_20,9.68,203.0
78702,Plissee_wa,9.68,197.8
26336,Plissee_wa,9.68,200.5
45971,Plissee_20,9.68,150.1
2814,Jalousie,9.68,76.3
76417,Rollo,9.68,125.0
31267,Rollo,9.69,136.0
71650,Rollo,9.69,196.0
9400,Rollo,9.69,203.0
53847,Jalousie,9.69,120.0
8533,Rollo,9.69,115.0
64969,Rollo,9.69,156.0
91469,Rollo,9.7,137.0
32544,Rollo,9.7,102.8
53512,Rollo,9.7,101.0
57299,Plissee_20,9.7,80.8
61019,Jalousie,9.7,150.0
353,Plissee_20,9.7,107.0
32584,Rollo,9.71,214.0
51652,Plissee_wa,9.71,84.3
38120,Rollo,9.71,220.0
33991,Rollo,9.71,228.0
87951,Plissee_wa,9.71,70.4
72233,Plissee_wa,9.71,64.5
19201,Rollo,9.71,240.0
44858,Rollo,9.71,199.0
43032,Plissee_20,9.71,75.0
43533,Jalousie,9.71,101.5
18373,Rollo,9.72,191.0
57510,Rollo,9.72,184.0
67457,Plissee_20,9.72,170.2
41624,Rollo,9.72,200.0
61747,Plissee_20,9.72,121.0
55896,Rollo,9.72,197.0
76021,Plissee_wa,9.73,201.7
32174,Rollo,9.73,213.0
5056,Plissee_20,9.73,78.7
45873,Rollo,9.73,143.0
10910,Plissee_20,9.73,125.5
10082,Plissee_wa,9.73,184.0
50428,Plissee_wa,9.73,101.8
80447,Jalousie,9.73,83.3
64834,Plissee_wa,9.74,211.2
50565,Plissee_20,9.74,55.3
88212,Fvorhang,9.74,95.0
88787,Plissee_20,9.74,112.0
11983,Rollo,9.74,200.0
79504,Jalousie,9.74,83.7
57297,Plissee_wa,9.74,97.9
4458,Plissee_wa,9.74,92.0
39157,Plissee_20,9.74,200.4
51497,Jalousie,9.74,120.0
39957,Jalousie,9.75,160.0
19984,Rollo,9.75,140.0
63919,Jalousie,9.75,105.7
981,Plissee_20,9.75,56.8
15416,Rollo,9.75,200.0
89346,Jalousie,9.76,137.0
53498,Rollo,9.76,200.0
48997,Jalousie,9.76,241.0
77386,Faltrollo,9.76,126.0
83861,Rollo,9.76,150.0
46301,Plissee_20,9.76,113.2
31771,Rollo,9.76,222.1
49199,Rollo,9.76,108.0
9776,Rollo,9.77,208.0
89091,Rollo,9.77,161.0
78954,Rollo,9.77,94.0
32974,Rollo,9.77,169.0
3839,Plissee_wa,9.77,200.0
84543,Rollo,9.77,240.0
60306,Rollo,9.77,250.0
86528,Jalousie,9.78,115.0
46701,Rollo,9.78,120.0
30412,Plissee_20,9.78,91.4
69316,Rollo,9.78,219.5
45646,Rollo,9.78,170.0
76116,Rollo,9.79,197.0
68385,Plissee_wa,9.79,218.1
59217,Plissee_wa,9.79,76.3
23390,Rollo,9.79,153.3
62930,Plissee_20,9.79,109.5
74277,Rollo,9.79,169.3
3295,Plissee_20,9.79,103.6
56531,Rollo,9.79,117.3
86011,Plissee_wa,9.8,126.8
42467,Plissee_20,9.8,107.0
89752,Plissee_20,9.8,102.0
11910,Rollo,9.8,200.0
88848,Plissee_20,9.8,147.2
49761,Reparatur,9.8,12.7
83898,Rollo,9.8,197.0
65294,Jalousie,9.8,172.0
65167,Rollo,9.81,192.0
48231,Rollo,9.81,139.5
49091,Plissee_20,9.81,90.0
41420,Plissee_20,9.81,165.0
26142,Rollo,9.82,192.0
23592,Plissee_20,9.82,71.5
8450,Rollo,9.82,64.0
16627,Jalousie,9.82,184.8
39878,Plissee_20,9.82,111.5
25030,Plissee_20,9.83,100.7
73676,Plissee_20,9.83,138.0
2100,Rollo,9.83,105.3
87189,Plissee_20,9.83,105.0
39059,Jalousie,9.83,133.1
46608,Jalousie,9.84,169.0
10516,Plissee_20,9.84,99.5
44567,Jalousie,9.84,175.5
76735,Faltrollo,9.84,173.0
35550,Rollo,9.84,122.0
37494,Plissee_20,9.84,203.0
22341,Plissee_20,9.84,168.6
830,Jalousie,9.84,61.0
86348,Plissee_20,9.84,119.0
42651,Rollo,9.84,143.5
68393,Rollo,9.84,210.0
8710,Plissee_20,9.84,133.2
7817,Reparatur,9.85,121.5
68137,Rollo,9.85,205.0
80775,Plissee_20,9.85,88.1
12899,Rollo,9.85,180.0
4743,Plissee_20,9.85,73.2
16803,Rollo,9.85,125.0
71594,Jalousie,9.85,142.0
68,Plissee_20,9.85,80.6
68978,Plissee_20,9.86,88.1
18025,Rollo,9.86,178.0
17003,Plissee_20,9.86,187.7
73682,Rollo,9.86,148.0
54828,Rollo,9.86,255.0
58827,Reparatur,9.86,177.0
49689,Reparatur,9.86,180.0
88340,Plissee_20,9.86,79.2
9845,Plissee_20,9.86,99.4
46413,Rollo,9.86,142.0
26042,Rollo,9.86,112.0
86361,Jalousie,9.86,93.0
10528,Rollo,9.86,110.0
19714,Rollo,9.86,180.0
35393,Rollo,9.87,200.0
39568,Rollo,9.87,255.0
62833,Faltrollo,9.87,207.0
9017,Plissee_20,9.88,94.1
55838,Rollo,9.88,200.0
89093,Rollo,9.88,145.0
5543,Jalousie,9.89,105.5
53296,Rollo,9.89,224.0
11146,Rollo,9.89,103.0
16362,Jalousie,9.89,80.4
33078,Rollo,9.9,224.0
2519,Rollo,9.9,195.5
82561,Rollo,9.9,230.0
66400,Rollo,9.9,205.0
58056,Rollo,9.9,240.0
44376,Plissee_20,9.91,66.2
150,Plissee_20,9.91,126.2
77413,Rollo,9.91,158.0
36655,Variorollo,9.91,116.5
56889,Plissee_20,9.91,90.5
1189,Rollo,9.91,155.0
76080,Rollo,9.91,172.0
35312,Plissee_20,9.91,81.0
76682,Plissee_20,9.91,106.5
62131,Rollo,9.91,152.5
56789,Plissee_wa,9.92,91.8
23600,Jalousie,9.92,132.0
80949,Rollo,9.92,115.0
71969,Plissee_wa,9.92,93.0
81946,Faltrollo,9.92,175.0
20839,Rollo,9.92,125.8
65772,Rollo,9.92,217.0
59915,Rollo,9.92,195.0
1187,Rollo,9.93,213.7
56361,Rollo,9.93,140.0
34755,Rollo,9.93,118.0
58346,Jalousie,9.93,144.5
3868,Plissee_20,9.93,121.5
9358,Plissee_20,9.93,84.6
53388,Rollo,9.93,230.0
31899,Rollo,9.93,210.0
82279,Jalousie,9.94,130.0
68975,Plissee_wa,9.94,88.6
72944,Jalousie,9.94,32.0
82859,Fvorhang,9.95,95.0
26698,Rollo,9.95,167.0
26496,Plissee_20,9.95,72.2
23345,Rollo,9.95,148.0
805,Rollo,9.96,120.6
75201,Fvorhang,9.96,90.0
12253,Jalousie,9.96,173.0
92320,Rollo,9.96,122.0
41586,Jalousie,9.96,240.0
15112,Jalousie,9.96,132.0
86871,Plissee_wa,9.96,150.0
79634,Plissee_wa,9.96,79.9
29165,Plissee_wa,9.96,136.2
51338,Rollo,9.97,200.0
66234,Plissee_20,9.97,152.4
64272,Reparatur,9.97,132.8
52173,Plissee_20,9.97,196.5
3154,Rollo,9.97,93.0
89007,Plissee_20,9.97,78.7
79968,Jalousie,9.98,195.0
41969,Rollo,9.98,202.0
80025,Rollo,9.98,210.0
36426,Jalousie,9.98,101.7
70563,Rollo,9.98,200.0
4446,Plissee_20,9.98,121.3
66975,Jalousie,9.99,129.0
87252,Rollo,9.99,155.0
61442,Plissee_20,9.99,99.2
68163,Plissee_20,9.99,90.2
62920,Plissee_20,9.99,90.6
22958,Plissee_20,9.99,122.7
6608,Rollo,9.99,153.0
21641,Plissee_20,9.99,94.7
29157,Jalousie,9.99,79.0
39734,Rollo,10.0,97.0
45749,Rollo,10.0,183.0
76419,Plissee_20,10.0,114.2
48036,Plissee_20,10.0,128.3
34559,Rollo,10.0,112.0
7847,Plissee_wa,10.0,122.7
11778,Faltrollo,10.0,101.9
26371,Rollo,10.0,108.5
33147,Rollo,10.0,217.0
17105,Plissee_20,10.0,91.6
91122,Rollo,10.01,222.0
4080,Plissee_20,10.01,103.2
23805,Jalousie,10.01,110.0
44156,Plissee_wa,10.01,136.7
39362,Plissee_20,10.01,89.3
69367,Rollo,10.01,233.0
59492,Variorollo,10.02,192.0
16739,Plissee_20,10.02,63.7
16963,Plissee_20,10.02,121.0
84778,Plissee_20,10.03,97.4
4576,Jalousie,10.03,116.4
5145,Rollo,10.03,119.0
48937,Plissee_20,10.03,177.5
34125,Jalousie,10.03,225.0
24987,Plissee_20,10.04,103.5
60042,Plissee_20,10.04,99.0
35534,Plissee_wa,10.04,93.9
58343,Jalousie,10.04,124.0
54773,Rollo,10.04,150.0
17966,Rollo,10.04,160.0
11777,Plissee_20,10.04,92.3
64310,Jalousie,10.04,230.0
36906,Rollo,10.04,220.0
18973,Plissee_wa,10.04,136.9
92207,Plissee_20,10.04,76.0
84623,Fvorhang,10.04,200.0
48818,Rollo,10.04,125.0
84881,Plissee_20,10.04,82.0
13806,Rollo,10.05,176.0
38628,Plissee_20,10.05,212.1
92187,Plissee_wa,10.05,102.0
8597,Rollo,10.05,205.0
49021,Reparatur,10.05,169.7
59216,Plissee_20,10.05,93.0
54004,Jalousie,10.05,91.6
68201,Rollo,10.06,100.0
6847,Rollo,10.06,102.0
27709,Rollo,10.06,220.0
56094,Jalousie,10.07,83.9
35570,Plissee_20,10.07,103.1
32551,Rollo,10.07,105.0
64293,Plissee_wa,10.07,114.3
41897,Rollo,10.07,170.0
91724,Jalousie,10.07,160.0
91216,Plissee_20,10.07,120.0
47367,Rollo,10.07,240.0
90782,Plissee_wa,10.07,120.2
75823,Plissee_20,10.07,89.1
7235,Jalousie,10.08,196.0
21941,Rollo,10.08,223.7
61081,Rollo,10.08,140.0
52570,Plissee_20,10.08,206.6
11648,Jalousie,10.08,67.3
58696,Plissee_wa,10.08,115.6
63010,Rollo,10.08,200.0
64553,Plissee_20,10.08,105.0
70603,Plissee_20,10.08,117.9
87667,Plissee_20,10.08,91.1
38517,Plissee_wa,10.08,112.5
61879,Plissee_20,10.08,159.9
24148,Rollo,10.09,140.0
22379,Plissee_wa,10.09,146.5
50181,Rollo,10.09,108.0
80610,Rollo,10.09,200.0
8076,Rollo,10.09,185.0
16733,Plissee_wa,10.09,137.0
43737,Plissee_20,10.1,104.4
89956,Plissee_20,10.1,96.4
34642,Rollo,10.1,180.0
49508,Plissee_20,10.1,82.9
354,Plissee_20,10.1,126.5
27842,Rollo,10.1,194.3
38576,Plissee_20,10.11,209.2
30954,Rollo,10.11,99.3
59211,Faltrollo,10.11,168.0
88968,Plissee_20,10.11,122.7
35898,Rollo,10.11,101.8
35274,Rollo,10.11,216.5
50729,Plissee_20,10.11,72.8
40913,Plissee_20,10.12,155.2
75033,Variorollo,10.12,109.5
38805,Rollo,10.12,160.0
89086,Jalousie,10.12,158.0
40440,Plissee_20,10.12,76.7
9567,Rollo,10.12,140.0
78021,Rollo,10.12,120.9
39982,Plissee_wa,10.12,171.8
552,Plissee_20,10.12,189.0
61671,Plissee_20,10.12,196.1
68937,Rollo,10.12,200.0
51605,Jalousie,10.13,175.0
9921,Plissee_20,10.13,158.5
48015,Variorollo,10.13,190.0
57607,Plissee_20,10.13,189.0
35001,Plissee_wa,10.13,134.0
4183,Plissee_20,10.14,87.9
23340,Plissee_wa,10.14,121.0
68632,Rollo,10.14,200.0
3306,Plissee_20,10.14,95.7
53937,Rollo,10.15,121.8
32416,Jalousie,10.15,83.0
72949,Plissee_20,10.15,97.7
4886,Plissee_wa,10.15,78.2
55109,Plissee_wa,10.15,79.5
26933,Jalousie,10.16,110.0
16934,Plissee_20,10.16,175.0
89008,Plissee_20,10.16,118.5
11170,Rollo,10.16,180.0
1553,Rollo,10.16,128.0
67085,Rollo,10.16,124.0
66866,Plissee_20,10.17,158.6
35377,Rollo,10.17,207.0
27936,Rollo,10.17,155.0
33136,Rollo,10.17,165.0
73500,Plissee_wa,10.17,121.5
33987,Rollo,10.17,111.1
30499,Rollo,10.17,175.0
20337,Reparatur,10.18,208.4
90764,Rollo,10.18,200.0
85673,Jalousie,10.18,121.5
66289,Plissee_20,10.18,179.0
14549,Rollo,10.18,120.0
72340,Jalousie,10.18,130.0
10794,Plissee_wa,10.18,90.5
68712,Plissee_20,10.18,106.4
3978,Rollo,10.18,125.8
6156,Rollo,10.19,140.0
25341,Plissee_20,10.19,83.9
14299,Rollo,10.19,162.0
46743,Plissee_wa,10.19,148.0
44191,Plissee_20,10.2,140.7
52693,Jalousie,10.2,188.0
54007,Plissee_20,10.2,90.1
58022,Rollo,10.2,141.2
61519,Plissee_20,10.2,176.4
86969,Plissee_20,10.2,92.5
70970,Plissee_20,10.2,164.5
79141,Plissee_20,10.21,88.3
10474,Rollo,10.21,196.0
7997,Jalousie,10.21,104.0
32663,Plissee_20,10.21,99.9
9031,Rollo,10.21,193.0
27383,Jalousie,10.22,107.0
7854,Rollo,10.22,216.0
2708,Faltrollo,10.22,203.0
40555,Rollo,10.22,141.7
65453,Rollo,10.23,208.8
75621,Rollo,10.23,200.0
73506,Plissee_20,10.23,106.8
15478,Plissee_20,10.23,81.2
61441,Plissee_20,10.24,60.9
40627,Jalousie,10.24,71.0
49774,Rollo,10.24,95.0
1598,Rollo,10.24,208.0
625,Jalousie,10.24,150.0
41988,Rollo,10.24,125.0
38343,Jalousie,10.24,150.0
1180,Jalousie,10.24,147.1
38604,Rollo,10.25,180.0
42288,Jalousie,10.25,180.0
69106,Plissee_20,10.25,84.2
57932,Rollo,10.25,235.0
72955,Rollo,10.25,240.0
13044,Plissee_20,10.25,119.0
76723,Jalousie,10.26,89.5
47272,Jalousie,10.26,63.5
48349,Rollo,10.26,124.0
86320,Variorollo,10.26,147.0
4527,Plissee_20,10.26,150.0
49940,Plissee_20,10.26,72.1
43120,Plissee_20,10.26,93.9
24750,Plissee_20,10.26,82.7
26577,Rollo,10.27,210.0
7589,Plissee_20,10.27,131.5
45786,Jalousie,10.27,113.0
47447,Plissee_20,10.28,176.0
52411,Rollo,10.28,200.0
4167,Plissee_20,10.28,205.8
69072,Rollo,10.28,200.0
27043,Rollo,10.28,140.0
28424,Rollo,10.28,104.0
35745,Rollo,10.28,116.0
40164,Rollo,10.29,147.0
42200,Plissee_20,10.29,160.0
4953,Rollo,10.29,141.7
34395,Rollo,10.3,158.0
32810,Rollo,10.3,250.0
41703,Jalousie,10.3,150.0
32553,Rollo,10.3,155.0
6672,Plissee_20,10.3,162.0
68714,Plissee_20,10.31,139.0
50198,Rollo,10.31,180.0
67563,Rollo,10.31,163.5
25780,Rollo,10.31,129.0
45161,Plissee_20,10.31,95.4
80674,Plissee_20,10.31,74.0
89270,Rollo,10.31,229.3
86937,Rollo,10.31,255.0
47349,Rollo,10.32,139.0
38806,Jalousie,10.32,113.5
74108,Plissee_20,10.32,140.6
69110,Plissee_20,10.32,113.0
13459,Plissee_wa,10.33,115.8
82399,Jalousie,10.33,127.0
1427,Jalousie,10.33,80.0
44756,Rollo,10.33,120.6
67089,Jalousie,10.33,84.0
40021,Rollo,10.33,200.0
66024,Rollo,10.33,231.5
9558,Rollo,10.34,171.0
41830,Jalousie,10.34,175.0
27337,Rollo,10.34,150.0
50511,Jalousie,10.34,86.0
34029,Rollo,10.35,128.0
40951,Jalousie,10.35,146.3
27388,Rollo,10.35,127.7
34529,Rollo,10.35,180.0
51989,Plissee_20,10.35,119.8
8715,Rollo,10.35,143.0
22164,Rollo,10.35,200.5
78895,Plissee_20,10.36,88.5
80200,Rollo,10.36,127.0
6391,Plissee_20,10.36,87.0
3972,Plissee_20,10.36,87.0
74570,Faltrollo,10.36,145.0
62239,Rollo,10.36,145.0
52420,Rollo,10.36,127.0
78273,Jalousie,10.36,162.5
78896,Plissee_20,10.36,96.8
20284,Plissee_20,10.36,141.2
35813,Rollo,10.36,215.5
91560,Plissee_20,10.36,120.0
47991,Rollo,10.36,230.0
52136,Rollo,10.37,195.0
63912,Reparatur,10.37,108.7
20697,Plissee_wa,10.37,81.5
30048,Rollo,10.37,210.0
15327,Rollo,10.37,177.5
84591,Faltrollo,10.37,160.0
70660,Reparatur,10.38,106.0
63154,Rollo,10.38,150.0
15006,Plissee_20,10.38,100.6
32053,Rollo,10.38,190.0
71076,Rollo,10.38,200.0
68155,Jalousie,10.38,180.0
26928,Rollo,10.38,218.0
